CODUSU;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH06;CH10;NIVEL_ED;ESTADO;CAT_OCUP;PP07C;PP07H;PP3E_TOT;P21;TOT_P12;P47T;IPCF
TQRMNOP122606;2025;1;43;N;38;1453;3;1;16;1;2;3;;;;;0;0;0;161000
TQRMNOP122607;2025;1;42;N;27;1122;2;2;59;2;2;1;2;1;1;24;696000;0;696000;142500
TQRMNOP122608;2025;1;43;S;20;90;9;1;9;1;3;4;;;;;;;;105500
TQRMNOP122609;2025;1;41;N;12;1558;10;1;24;2;6;1;2;1;1;55;452000;210000;662000;121600
TQRMNOP122610;2025;1;42;S;10;847;3;1;0;1;3;4;;;;;;;;181900
TQRMNOP122611;2025;1;42;N;27;1378;1;1;46;2;4;1;2;1;1;31;503000;137000;640000;100500
TQRMNOP122612;2025;1;43;N;29;608;1;1;43;2;4;1;2;3;2;41;-9;0;0;83300
TQRMNOP122613;2025;1;1;S;33;702;2;1;57;2;6;1;3;1;1;49;1446000;0;1446000;62800
TQRMNOP122614;2025;1;1;S;32;915;6;2;46;2;4;1;3;2;1;50;330000;0;330000;103300
TQRMNOP122615;2025;1;1;S;32;844;3;1;7;1;7;4;;;;;;;;96800
TQRMNOP122616;2025;1;1;S;32;986;2;1;49;2;4;1;2;1;1;42;722000;0;722000;59000
TQRMNOP122617;2025;1;1;S;33;671;9;2;35;1;6;3;;;;;0;0;0;139800
TQRMNOP122618;2025;1;43;S;30;1003;1;1;73;2;4;3;;;;;0;0;0;104800
TQRMNOP122619;2025;1;1;S;33;1851;3;1;2;1;1;4;;;;;;;;252900
TQRMNOP122620;2025;1;43;S;20;943;3;1;3;1;3;4;;;;;;;;261300
TQRMNOP122621;2025;1;40;N;9;622;3;2;23;2;6;1;3;1;1;44;655000;50000;705000;205700
TQRMNOP122622;2025;1;1;S;32;1137;3;2;4;1;3;4;;;;;;;;419700
TQRMNOP122623;2025;1;1;S;32;1694;1;1;34;2;3;3;;;;;0;0;0;244500
TQRMNOP122624;2025;1;41;N;15;1241;3;1;7;1;2;4;;;;;;;;139300
TQRMNOP122625;2025;1;43;N;38;691;1;2;46;2;5;1;3;2;2;33;798000;22000;820000;196200
TQRMNOP122626;2025;1;43;N;26;1064;3;2;28;1;5;1;4;1;1;27;735000;0;735000;252200
TQRMNOP122627;2025;1;1;S;33;596;3;2;10;1;1;3;;;;;0;0;0;188500
TQRMNOP122628;2025;1;1;S;32;1334;5;2;5;1;1;4;;;;;;;;116200
TQRMNOP122629;2025;1;1;S;33;710;2;1;23;2;6;3;;;;;0;0;0;86100
TQRMNOP122630;2025;1;42;N;25;751;1;1;19;2;3;1;3;3;2;15;-9;0;0;146700
TQRMNOP122631;2025;1;41;N;15;483;3;2;14;1;1;3;;;;;0;0;0;57300
TQRMNOP122632;2025;1;43;S;19;1046;1;2;53;2;2;1;3;1;1;43;419000;0;419000;144200
TQRMNOP122633;2025;1;41;N;15;457;3;1;25;1;4;1;3;2;2;23;313000;0;313000;183200
TQRMNOP122634;2025;1;41;S;8;1288;2;2;27;2;3;1;2;2;2;15;341000;0;341000;115600
TQRMNOP122635;2025;1;40;N;9;2160;3;2;2;1;2;4;;;;;;;;84700
TQRMNOP122636;2025;1;1;S;32;1159;1;1;71;2;6;3;;;;;0;0;0;222600
TQRMNOP122637;2025;1;41;S;8;1139;1;2;31;2;2;3;;;;;0;0;0;106000
TQRMNOP122638;2025;1;43;S;19;962;2;1;40;2;4;2;;;;;0;0;0;71400
TQRMNOP122639;2025;1;40;N;23;1677;2;2;60;2;3;3;;;;;0;0;0;75200
TQRMNOP122640;2025;1;1;S;33;939;1;1;42;2;6;3;;;;;0;0;0;150800
TQRMNOP122641;2025;1;41;N;12;864;3;1;6;1;1;4;;;;;;;;160000
TQRMNOP122642;2025;1;43;N;38;1521;2;2;68;2;4;3;;;;;0;0;0;119400
TQRMNOP122643;2025;1;1;S;32;1444;1;1;20;1;5;3;;;;;0;64000;64000;142400
TQRMNOP122644;2025;1;43;S;20;572;3;1;21;1;5;1;2;1;1;56;1078000;0;1078000;265900
TQRMNOP122645;2025;1;43;S;36;2072;3;2;24;2;6;1;3;1;1;51;-9;0;0;219600
TQRMNOP122646;2025;1;43;S;19;1979;1;2;31;2;3;1;3;1;1;999;538000;0;538000;45300
TQRMNOP122647;2025;1;40;N;22;1394;1;1;30;1;4;1;3;2;2;43;763000;0;763000;380200
TQRMNOP122648;2025;1;1;S;32;1406;3;1;27;2;5;3;;;;;0;0;0;281700
TQRMNOP122649;2025;1;1;S;33;673;3;1;29;2;3;1;3;2;2;26;1034000;0;1034000;71600
TQRMNOP122650;2025;1;43;S;30;836;3;2;7;1;2;4;;;;;;;;93600
TQRMNOP122651;2025;1;42;N;25;1912;1;2;62;1;6;3;;;;;0;0;0;36500
TQRMNOP122652;2025;1;44;N;2;1474;3;2;4;1;1;4;;;;;;;;103200
TQRMNOP122653;2025;1;43;S;19;1631;1;1;22;2;6;1;3;1;1;18;573000;0;573000;51500
TQRMNOP122654;2025;1;43;N;38;1202;3;1;8;1;1;4;;;;;;;;275500
TQRMNOP122655;2025;1;42;N;25;414;6;2;62;2;2;3;;;;;0;0;0;202100
TQRMNOP122656;2025;1;43;N;34;267;5;2;3;1;2;4;;;;;;;;188700
TQRMNOP122657;2025;1;42;N;25;1086;1;2;41;2;4;1;2;1;1;52;667000;46000;713000;128400
TQRMNOP122658;2025;1;41;S;8;90;3;1;10;1;2;3;;;;;0;0;0;74400
TQRMNOP122659;2025;1;42;S;10;532;2;1;58;2;2;1;3;2;2;29;269000;0;269000;313200
TQRMNOP122660;2025;1;43;N;26;1260;1;2;58;2;3;1;3;1;1;10;328000;0;328000;312400
TQRMNOP122661;2025;1;1;S;32;1169;1;1;85;2;2;1;3;3;2;14;590000;120000;710000;344800
TQRMNOP122662;2025;1;44;N;4;889;2;1;38;2;5;3;;;;;0;0;0;301400
TQRMNOP122663;2025;1;41;N;12;1120;2;2;19;2;4;3;;;;;0;0;0;67500
TQRMNOP122664;2025;1;1;S;32;1226;1;2;90;2;5;3;;;;;0;0;0;187700
TQRMNOP122665;2025;1;41;N;12;997;2;2;59;2;6;1;2;1;2;36;695000;0;695000;410600
TQRMNOP122666;2025;1;41;S;8;1275;1;2;66;2;4;3;;;;;0;0;0;126700
TQRMNOP122667;2025;1;44;N;4;1594;9;1;41;2;6;1;2;1;1;58;1231000;0;1231000;118100
TQRMNOP122668;2025;1;42;N;27;1437;10;1;23;1;4;1;2;2;2;70;600000;0;600000;224600
TQRMNOP122669;2025;1;1;S;32;1151;2;1;28;1;4;2;;;;;0;0;0;139200
TQRMNOP122670;2025;1;43;S;20;1660;1;2;63;2;4;1;3;2;2;21;1021000;0;1021000;50900
TQRMNOP122671;2025;1;42;S;10;1278;2;2;94;2;2;3;;;;;0;0;0;195900
TQRMNOP122672;2025;1;1;S;32;1421;1;2;81;2;6;3;;;;;0;0;0;270200
TQRMNOP122673;2025;1;43;N;29;798;1;1;59;1;6;1;3;1;1;34;627000;0;627000;140300
TQRMNOP122674;2025;1;1;S;32;1538;1;2;59;2;5;1;2;1;1;48;1172000;0;1172000;113700
TQRMNOP122675;2025;1;43;N;34;344;1;1;27;2;4;1;2;1;2;39;656000;0;656000;345200
TQRMNOP122676;2025;1;1;S;33;757;6;2;42;2;3;1;3;1;1;35;1192000;0;1192000;151100
TQRMNOP122677;2025;1;42;N;25;1497;1;1;36;2;2;1;3;1;1;71;882000;190000;1072000;119000
TQRMNOP122678;2025;1;40;N;9;930;1;2;59;2;6;1;3;1;1;27;688000;0;688000;79800
TQRMNOP122679;2025;1;43;N;38;1461;3;1;25;1;3;1;3;3;2;34;525000;0;525000;81900
TQRMNOP122680;2025;1;1;S;32;986;3;2;9;1;1;4;;;;;;;;189300
TQRMNOP122681;2025;1;1;S;33;1214;3;2;6;1;1;4;;;;;;;;124100
TQRMNOP122682;2025;1;1;S;32;1085;3;1;19;2;4;1;3;1;1;44;466000;0;466000;189900
TQRMNOP122683;2025;1;1;S;33;1452;1;2;58;2;3;1;2;1;2;7;570000;168000;738000;355100
TQRMNOP122684;2025;1;43;N;34;949;1;1;55;2;4;1;2;1;1;34;290000;0;290000;136000
TQRMNOP122685;2025;1;43;S;19;1505;3;2;9;1;1;4;;;;;;;;136500
TQRMNOP122686;2025;1;43;S;30;1676;3;1;4;1;1;4;;;;;;;;329900
TQRMNOP122687;2025;1;42;N;25;1007;3;2;23;2;5;2;;;;;0;0;0;268100
TQRMNOP122688;2025;1;44;N;2;1426;3;1;29;2;4;1;3;1;1;999;587000;0;587000;212000
TQRMNOP122689;2025;1;41;N;12;1491;10;2;26;2;4;3;;;;;0;0;0;214300
TQRMNOP122690;2025;1;43;N;26;1178;1;2;52;2;3;3;;;;;0;42000;42000;227700
TQRMNOP122691;2025;1;1;S;32;1320;2;1;36;2;4;2;;;;;0;0;0;58500
TQRMNOP122692;2025;1;1;S;32;757;2;1;68;2;4;1;3;1;1;45;-9;0;0;82200
TQRMNOP122693;2025;1;43;S;36;878;2;1;37;2;2;1;3;2;2;26;400000;0;400000;71500
TQRMNOP122694;2025;1;43;S;19;1873;3;1;9;1;3;4;;;;;;;;215900
TQRMNOP122695;2025;1;42;N;27;1685;1;1;26;2;6;3;;;;;0;0;0;195400
TQRMNOP122696;2025;1;1;S;33;1174;2;1;45;2;3;1;1;1;1;47;1284000;0;1284000;155800
TQRMNOP122697;2025;1;1;S;33;1773;2;1;34;2;6;1;3;1;1;40;620000;39000;659000;291900
TQRMNOP122698;2025;1;1;S;32;1409;2;2;30;2;5;1;3;2;2;32;403000;0;403000;129000
TQRMNOP122699;2025;1;40;N;23;637;1;1;55;2;3;3;;;;;0;70000;70000;207000
TQRMNOP122700;2025;1;41;N;12;339;5;1;12;1;1;3;;;;;0;0;0;140600
TQRMNOP122701;2025;1;1;S;32;818;1;1;31;2;4;1;3;1;1;61;949000;166000;1115000;44500
TQRMNOP122702;2025;1;1;S;33;1706;1;1;39;2;4;1;3;1;1;48;925000;0;925000;119600
TQRMNOP122703;2025;1;42;N;25;1508;6;2;93;2;3;3;;;;;0;0;0;178600
TQRMNOP122704;2025;1;1;S;32;1427;1;2;44;2;5;3;;;;;0;0;0;138800
TQRMNOP122705;2025;1;1;S;32;1110;1;1;25;2;4;1;3;2;1;50;-9;0;0;193500
TQRMNOP122706;2025;1;1;S;32;731;1;1;63;2;3;1;3;2;1;44;384000;31000;415000;75900
TQRMNOP122707;2025;1;1;S;33;180;3;1;13;1;1;3;;;;;0;0;0;35200
TQRMNOP122708;2025;1;43;N;34;1390;1;2;69;2;1;3;;;;;0;0;0;168100
TQRMNOP122709;2025;1;41;S;8;1162;10;2;23;2;5;1;3;1;1;43;567000;0;567000;285900
TQRMNOP122710;2025;1;40;N;22;1308;3;2;7;1;1;4;;;;;;;;336400
TQRMNOP122711;2025;1;44;N;2;1592;3;2;2;1;1;4;;;;;;;;175700
TQRMNOP122712;2025;1;43;N;29;1542;2;2;22;1;4;3;;;;;0;0;0;144700
TQRMNOP122713;2025;1;44;N;2;1740;1;2;79;2;4;3;;;;;0;0;0;191800
TQRMNOP122714;2025;1;42;S;10;1324;3;1;14;1;2;3;;;;;0;0;0;215500
TQRMNOP122715;2025;1;43;N;29;1347;2;1;42;2;1;3;;;;;0;0;0;361700
TQRMNOP122716;2025;1;1;S;32;1711;2;2;56;2;2;3;;;;;0;0;0;210800
TQRMNOP122717;2025;1;1;S;33;1321;3;2;28;2;3;2;;;;;0;0;0;152500
TQRMNOP122718;2025;1;44;S;13;1363;2;2;26;1;4;1;1;1;1;40;1092000;0;1092000;129600
TQRMNOP122719;2025;1;40;N;9;1656;3;1;65;2;4;3;;;;;0;0;0;85000
TQRMNOP122720;2025;1;43;S;36;1338;3;1;14;1;2;3;;;;;0;0;0;394600
TQRMNOP122721;2025;1;43;N;38;923;3;1;54;1;3;3;;;;;0;0;0;192100
TQRMNOP122722;2025;1;1;S;33;1546;2;1;29;2;5;1;3;1;2;44;618000;0;618000;88000
TQRMNOP122723;2025;1;40;S;7;1433;2;2;37;2;3;3;;;;;0;0;0;154800
TQRMNOP122724;2025;1;1;S;32;770;2;2;43;2;3;1;3;1;1;27;476000;47000;523000;85600
TQRMNOP122725;2025;1;40;N;22;1538;1;1;21;2;4;3;;;;;0;108000;108000;126800
TQRMNOP122726;2025;1;1;S;32;311;1;1;47;2;5;1;3;1;1;30;1106000;0;1106000;87900
TQRMNOP122727;2025;1;1;S;33;442;1;2;51;2;3;1;3;3;2;14;324000;0;324000;286500
TQRMNOP122728;2025;1;42;N;27;1093;1;1;65;2;4;3;;;;;0;0;0;110800
TQRMNOP122729;2025;1;41;S;8;697;3;2;13;1;3;3;;;;;0;0;0;57300
TQRMNOP122730;2025;1;42;S;10;1442;2;2;28;1;5;2;;;;;0;0;0;115900
TQRMNOP122731;2025;1;40;N;22;1273;1;2;43;2;3;3;;;;;0;0;0;154100
TQRMNOP122732;2025;1;1;S;33;1046;2;2;29;2;6;1;2;1;1;45;-9;0;0;71400
TQRMNOP122733;2025;1;41;S;8;877;3;2;2;1;1;4;;;;;;;;96100
TQRMNOP122734;2025;1;1;S;32;877;2;1;22;2;3;3;;;;;0;0;0;184600
TQRMNOP122735;2025;1;40;N;22;1247;9;2;64;1;2;3;;;;;0;0;0;226400
TQRMNOP122736;2025;1;1;S;33;1655;3;1;29;2;3;3;;;;;0;0;0;268900
TQRMNOP122737;2025;1;40;N;22;1218;2;1;25;1;4;1;3;1;2;7;127000;0;127000;144400
TQRMNOP122738;2025;1;43;S;20;1545;3;1;2;1;2;4;;;;;;;;66800
TQRMNOP122739;2025;1;1;S;32;898;3;1;23;2;6;3;;;;;0;0;0;170200
TQRMNOP122740;2025;1;1;S;32;992;1;1;31;2;4;1;3;1;1;37;1196000;0;1196000;119000
TQRMNOP122741;2025;1;1;S;32;928;3;1;11;1;1;3;;;;;0;0;0;457800
TQRMNOP122742;2025;1;1;S;33;1297;3;2;2;1;2;4;;;;;;;;169700
TQRMNOP122743;2025;1;40;N;22;2025;2;2;63;2;4;3;;;;;0;0;0;289400
TQRMNOP122744;2025;1;40;S;7;675;3;1;4;1;1;4;;;;;;;;109800
TQRMNOP122745;2025;1;1;S;32;1720;2;1;34;2;3;1;3;1;1;36;273000;0;273000;123900
TQRMNOP122746;2025;1;42;N;27;246;3;2;43;2;6;1;2;1;1;22;-9;0;0;138300
TQRMNOP122747;2025;1;1;S;33;1203;9;2;76;2;4;1;2;2;2;41;-9;0;0;165000
TQRMNOP122748;2025;1;44;N;14;979;3;2;18;2;3;3;;;;;0;0;0;119800
TQRMNOP122749;2025;1;43;S;30;421;1;2;72;2;6;3;;;;;0;0;0;95700
TQRMNOP122750;2025;1;1;S;32;96;3;1;7;1;1;4;;;;;;;;118200
TQRMNOP122751;2025;1;43;N;26;438;3;1;9;1;1;4;;;;;;;;89500
TQRMNOP122752;2025;1;43;N;34;838;3;2;15;1;3;3;;;;;0;0;0;143100
TQRMNOP122753;2025;1;43;N;38;1072;1;1;72;2;2;3;;;;;0;29000;29000;194200
TQRMNOP122754;2025;1;1;S;32;1291;1;2;35;2;1;1;3;1;1;39;407000;0;407000;60400
TQRMNOP122755;2025;1;1;S;32;1839;2;2;30;2;4;1;3;3;2;32;799000;0;799000;160500
TQRMNOP122756;2025;1;1;S;33;1705;3;2;5;1;3;4;;;;;;;;250700
TQRMNOP122757;2025;1;43;S;20;1321;3;1;41;2;6;1;3;1;1;37;910000;0;910000;111700
TQRMNOP122758;2025;1;40;N;22;1181;3;1;15;1;3;3;;;;;0;0;0;236700
TQRMNOP122759;2025;1;40;S;7;1636;3;1;8;1;3;4;;;;;;;;668100
TQRMNOP122760;2025;1;41;N;12;1105;1;1;34;3;3;3;;;;;0;0;0;154500
TQRMNOP122761;2025;1;40;N;22;866;1;2;42;2;6;1;2;1;1;15;294000;0;294000;89700
TQRMNOP122762;2025;1;44;N;14;634;1;1;27;2;4;1;2;2;2;39;518000;0;518000;129800
TQRMNOP122763;2025;1;1;S;32;964;1;2;43;2;3;1;3;1;1;31;748000;0;748000;156200
TQRMNOP122764;2025;1;42;N;25;971;1;1;53;1;5;1;3;1;1;66;1508000;0;1508000;376300
TQRMNOP122765;2025;1;1;S;33;1790;1;1;38;2;4;3;;;;;0;0;0;165700
TQRMNOP122766;2025;1;41;N;12;1249;2;2;34;2;6;3;;;;;0;155000;155000;120500
TQRMNOP122767;2025;1;40;N;9;1063;5;2;15;1;2;3;;;;;0;0;0;148000
TQRMNOP122768;2025;1;1;S;33;1293;3;1;13;1;7;3;;;;;0;0;0;269400
TQRMNOP122769;2025;1;40;N;23;474;3;2;17;1;2;3;;;;;0;88000;88000;132500
TQRMNOP122770;2025;1;43;N;26;538;3;1;21;2;3;2;;;;;0;0;0;467800
TQRMNOP122771;2025;1;43;S;20;1116;1;1;34;1;1;1;3;2;2;16;177000;0;177000;84800
TQRMNOP122772;2025;1;42;N;25;975;3;1;21;1;5;1;3;2;2;47;-9;39000;38991;128500
TQRMNOP122773;2025;1;43;N;29;1349;2;2;40;2;5;1;3;1;1;32;917000;0;917000;147600
TQRMNOP122774;2025;1;41;N;12;1071;1;1;34;2;1;1;3;3;2;42;361000;0;361000;128200
TQRMNOP122775;2025;1;1;S;33;757;2;1;54;2;3;3;;;;;0;0;0;35700
TQRMNOP122776;2025;1;40;N;9;1012;3;2;16;1;4;3;;;;;0;0;0;185800
TQRMNOP122777;2025;1;41;S;8;448;3;2;16;1;3;3;;;;;0;150000;150000;117100
TQRMNOP122778;2025;1;1;S;32;1242;1;2;32;2;4;1;3;1;1;22;1103000;96000;1199000;235600
TQRMNOP122779;2025;1;1;S;33;900;3;1;24;1;5;2;;;;;0;0;0;286800
TQRMNOP122780;2025;1;44;N;5;1003;3;1;16;1;2;3;;;;;0;117000;117000;69400
TQRMNOP122781;2025;1;40;N;9;870;3;1;1;1;1;4;;;;;;;;71000
TQRMNOP122782;2025;1;42;S;10;1118;2;1;24;2;4;1;3;1;1;31;-9;72000;71991;91200
TQRMNOP122783;2025;1;41;N;15;693;3;2;10;1;1;3;;;;;0;0;0;57600
TQRMNOP122784;2025;1;40;N;22;724;2;1;24;2;3;1;3;2;2;28;262000;0;262000;175900
TQRMNOP122785;2025;1;41;N;12;1971;1;2;21;1;5;3;;;;;0;0;0;172700
TQRMNOP122786;2025;1;1;S;33;1492;2;2;44;2;6;1;1;1;1;36;627000;0;627000;145200
TQRMNOP122787;2025;1;43;N;26;712;2;2;24;2;6;1;3;3;1;54;614000;0;614000;159800
TQRMNOP122788;2025;1;42;N;25;1453;2;1;20;1;4;1;3;2;2;36;208000;0;208000;96300
TQRMNOP122789;2025;1;1;S;33;784;1;1;66;2;2;3;;;;;0;0;0;166900
TQRMNOP122790;2025;1;44;N;14;1714;2;1;55;2;5;1;2;1;1;30;1501000;0;1501000;396500
TQRMNOP122791;2025;1;42;N;27;749;3;1;17;1;3;3;;;;;0;0;0;320200
TQRMNOP122792;2025;1;42;N;27;1729;3;2;15;1;4;3;;;;;0;0;0;89100
TQRMNOP122793;2025;1;41;S;8;110;1;2;37;2;4;3;;;;;0;0;0;72600
TQRMNOP122794;2025;1;44;N;2;1750;3;1;0;1;2;4;;;;;;;;58600
TQRMNOP122795;2025;1;41;N;12;1391;3;2;0;1;3;4;;;;;;;;96700
TQRMNOP122796;2025;1;40;N;22;1194;1;2;27;1;5;1;3;3;2;18;445000;189000;634000;96600
TQRMNOP122797;2025;1;42;N;27;792;1;2;54;2;4;1;2;1;1;38;1849000;0;1849000;70500
TQRMNOP122798;2025;1;44;N;14;1609;1;2;36;2;3;3;;;;;0;0;0;78000
TQRMNOP122799;2025;1;42;N;25;772;1;2;40;2;6;1;3;1;1;26;1000000;40000;1040000;200700
TQRMNOP122800;2025;1;43;N;26;959;3;2;17;1;3;3;;;;;0;0;0;167400
TQRMNOP122801;2025;1;43;N;38;766;1;2;27;1;5;1;3;1;1;45;792000;0;792000;77900
TQRMNOP122802;2025;1;44;N;5;1225;9;2;33;2;5;1;3;1;1;39;556000;0;556000;81800
TQRMNOP122803;2025;1;1;S;33;1833;1;2;38;2;4;1;3;1;1;24;-9;112000;111991;85400
TQRMNOP122804;2025;1;1;S;32;1217;1;2;72;2;2;3;;;;;0;0;0;88900
TQRMNOP122805;2025;1;1;S;33;1297;1;2;40;2;3;3;;;;;0;107000;107000;192400
TQRMNOP122806;2025;1;1;S;33;900;1;2;84;2;4;3;;;;;0;0;0;45200
TQRMNOP122807;2025;1;1;S;33;1095;3;1;72;1;1;3;;;;;0;0;0;182600
TQRMNOP122808;2025;1;44;S;13;1442;1;1;39;2;6;1;3;1;1;53;1923000;116000;2039000;80700
TQRMNOP122809;2025;1;1;S;33;1089;1;2;71;2;3;3;;;;;0;0;0;66000
TQRMNOP122810;2025;1;43;S;17;691;1;2;35;2;6;3;;;;;0;0;0;53200
TQRMNOP122811;2025;1;1;S;32;1864;3;2;3;1;1;4;;;;;;;;106800
TQRMNOP122812;2025;1;44;N;93;1569;2;1;21;2;5;1;3;1;1;21;543000;243000;786000;462000
TQRMNOP122813;2025;1;40;N;23;908;1;1;84;2;6;3;;;;;0;0;0;175200
TQRMNOP122814;2025;1;1;S;33;1348;2;2;42;2;4;1;3;1;1;39;1171000;0;1171000;326700
TQRMNOP122815;2025;1;40;N;23;531;3;1;6;1;1;4;;;;;;;;124900
TQRMNOP122816;2025;1;42;S;10;529;9;1;32;2;2;1;3;2;2;38;279000;163000;442000;192000
TQRMNOP122817;2025;1;41;S;8;1709;2;1;30;2;5;1;3;2;1;27;428000;0;428000;211700
TQRMNOP122818;2025;1;1;S;32;772;1;2;39;2;4;1;3;1;1;25;692000;0;692000;141000
TQRMNOP122819;2025;1;43;S;30;788;1;1;36;2;6;1;1;1;1;27;657000;0;657000;60600
TQRMNOP122820;2025;1;43;N;29;451;3;2;27;1;1;1;2;2;2;28;140000;50000;190000;141700
TQRMNOP122821;2025;1;1;S;33;926;3;1;13;1;1;3;;;;;0;0;0;164600
TQRMNOP122822;2025;1;1;S;33;902;2;2;63;2;1;3;;;;;0;0;0;94800
TQRMNOP122823;2025;1;41;N;15;595;3;1;11;1;1;3;;;;;0;0;0;43100
TQRMNOP122824;2025;1;1;S;32;1516;3;2;40;2;2;1;3;1;1;21;694000;0;694000;229200
TQRMNOP122825;2025;1;1;S;32;1093;3;1;1;1;2;4;;;;;;;;284900
TQRMNOP122826;2025;1;40;S;7;1607;2;2;39;2;2;2;;;;;0;0;0;72900
TQRMNOP122827;2025;1;1;S;32;271;3;1;29;2;4;1;4;1;1;35;988000;0;988000;189300
TQRMNOP122828;2025;1;43;N;38;1568;1;2;20;1;5;3;;;;;0;0;0;87500
TQRMNOP122829;2025;1;42;N;25;1525;3;1;10;1;2;3;;;;;0;0;0;55900
TQRMNOP122830;2025;1;42;N;25;1695;2;1;23;2;3;3;;;;;0;30000;30000;78700
TQRMNOP122831;2025;1;43;S;19;1634;3;1;24;1;5;1;3;3;1;43;490000;0;490000;58500
TQRMNOP122832;2025;1;1;S;32;866;1;2;58;2;6;3;;;;;0;0;0;76100
TQRMNOP122833;2025;1;43;N;29;1091;1;2;30;2;4;1;3;1;1;25;-9;16000;15991;138300
TQRMNOP122834;2025;1;44;N;93;1279;1;1;77;2;4;3;;;;;0;0;0;141700
TQRMNOP122835;2025;1;43;S;19;1690;6;1;47;2;3;1;1;1;1;34;506000;41000;547000;93400
TQRMNOP122836;2025;1;42;N;27;986;1;2;44;2;4;1;3;1;1;28;409000;0;409000;127600
TQRMNOP122837;2025;1;40;S;7;1613;2;1;39;2;1;3;;;;;0;0;0;106300
TQRMNOP122838;2025;1;1;S;32;1059;1;2;29;2;4;1;3;2;2;22;431000;0;431000;65900
TQRMNOP122839;2025;1;1;S;33;988;3;1;20;2;5;1;2;1;1;41;572000;172000;744000;150200
TQRMNOP122840;2025;1;42;N;25;1119;3;2;27;2;2;1;3;2;2;20;203000;0;203000;54300
TQRMNOP122841;2025;1;1;S;33;745;1;2;31;2;5;1;3;3;1;63;657000;0;657000;153800
TQRMNOP122842;2025;1;1;S;33;1249;1;1;52;2;5;1;2;1;1;48;1926000;0;1926000;141700
TQRMNOP122843;2025;1;40;S;7;734;3;1;49;2;6;1;3;1;1;46;881000;58000;939000;669400
TQRMNOP122844;2025;1;41;S;8;1486;3;2;12;1;3;3;;;;;0;0;0;236100
TQRMNOP122845;2025;1;1;S;33;1135;1;2;29;2;5;3;;;;;0;0;0;103100
TQRMNOP122846;2025;1;41;S;8;1508;10;2;26;1;5;3;;;;;0;0;0;206900
TQRMNOP122847;2025;1;1;S;32;949;10;1;27;1;5;1;3;1;1;39;1146000;65000;1211000;82700
TQRMNOP122848;2025;1;43;N;29;1010;3;2;22;1;4;1;3;2;2;26;-9;0;0;352900
TQRMNOP122849;2025;1;1;S;32;1380;1;1;60;2;3;1;3;2;2;19;635000;0;635000;50000
TQRMNOP122850;2025;1;43;N;38;1167;3;2;26;2;6;1;3;2;2;22;446000;0;446000;133300
TQRMNOP122851;2025;1;43;N;38;1375;3;1;14;1;1;3;;;;;0;0;0;167600
TQRMNOP122852;2025;1;41;N;12;1235;1;2;18;2;2;3;;;;;0;0;0;149000
TQRMNOP122853;2025;1;43;S;30;1593;3;1;4;1;2;4;;;;;;;;155500
TQRMNOP122854;2025;1;40;N;22;1329;3;2;25;2;2;1;3;2;2;23;251000;0;251000;178400
TQRMNOP122855;2025;1;1;S;32;884;3;2;4;1;1;4;;;;;;;;104700
TQRMNOP122856;2025;1;43;S;19;753;3;1;3;1;1;4;;;;;;;;115600
TQRMNOP122857;2025;1;40;S;7;1198;1;2;24;2;4;1;3;1;1;29;482000;0;482000;147000
TQRMNOP122858;2025;1;1;S;32;1066;10;2;22;1;4;1;3;1;1;43;664000;0;664000;46000
TQRMNOP122859;2025;1;41;N;15;597;6;1;30;1;4;1;2;1;1;32;653000;70000;723000;91800
TQRMNOP122860;2025;1;1;S;32;1394;2;1;37;2;5;1;3;1;1;64;930000;0;930000;325800
TQRMNOP122861;2025;1;1;S;32;1874;3;1;7;1;1;4;;;;;;;;247300
TQRMNOP122862;2025;1;40;N;23;686;3;1;51;2;3;1;2;1;1;31;486000;0;486000;72500
TQRMNOP122863;2025;1;43;S;36;719;1;2;25;2;3;1;3;1;1;34;359000;0;359000;168100
TQRMNOP122864;2025;1;43;S;20;1219;3;1;32;2;4;1;3;1;1;11;486000;0;486000;121200
TQRMNOP122865;2025;1;1;S;33;1270;3;2;10;1;3;3;;;;;0;0;0;110900
TQRMNOP122866;2025;1;1;S;32;1965;1;2;87;2;4;3;;;;;0;0;0;76700
TQRMNOP122867;2025;1;42;N;27;1550;3;1;1;1;2;4;;;;;;;;192900
TQRMNOP122868;2025;1;41;N;12;1288;1;2;53;2;6;1;1;1;1;40;1175000;0;1175000;219900
TQRMNOP122869;2025;1;1;S;33;1688;3;1;55;2;5;1;3;1;1;37;1349000;0;1349000;84100
TQRMNOP122870;2025;1;44;S;13;1113;1;1;36;2;6;1;3;3;2;50;853000;0;853000;133300
TQRMNOP122871;2025;1;1;S;33;1306;2;1;33;2;5;1;3;1;1;50;444000;0;444000;114200
TQRMNOP122872;2025;1;1;S;33;1478;1;2;41;2;3;1;3;1;1;48;933000;0;933000;366400
TQRMNOP122873;2025;1;42;N;27;1581;1;1;34;2;6;1;3;1;1;39;1072000;231000;1303000;253600
TQRMNOP122874;2025;1;43;S;20;1180;1;2;38;2;6;1;3;1;1;32;1356000;0;1356000;506000
TQRMNOP122875;2025;1;1;S;33;1414;3;1;13;1;1;3;;;;;0;43000;43000;159800
